FRAMES,First_FORCE_X,First_FORCE_Y,First_FORCE_Z,First_COFP_X,First_COFP_Y,First_COFP_Z,First_FREEMOMENT_Z,Second_FORCE_X,Second_FORCE_Y,Second_FORCE_Z,Second_COFP_X,Second_COFP_Y,Second_COFP_Z,Second_FREEMOMENT_Z,Heel_Strike1,Toe_Off1,Heel_Strike2
118,3.1004697573632067e-29,-2.344635685834219e-29,-5.488106076936048e-29,,,,-1.8225002028915535e-30,-1.435850359073602e-45,5.721526598192835e-47,-1.9629108260554585e-44,,,,-5.563394556433607e-46,928,480,1760
119,3.209111081152762e-29,-2.427169599196064e-29,-5.676070429677736e-29,,,,-1.8880086989454645e-30,-8.817030019102899e-46,2.01526462146264e-46,-1.1559617036668505e-44,,,,-3.332014819177172e-46,928,480,1760
120,3.1490343617740347e-29,-2.3821663611358495e-29,-5.564805281518699e-29,,,,-1.854563867901611e-30,-1.6814408710597606e-46,3.618589992690975e-46,-1.2444444678846644e-45,,,,-4.716436550459526e-47,928,480,1760
121,2.891129606131981e-29,-2.1875969427267263e-29,-5.102961533634373e-29,,,,-1.7049868113016302e-30,6.9349529408093725e-46,5.318342339004235e-46,1.1141231529145605e-44,,,,2.9703562982693297e-46,928,480,1760
122,2.412348676915085e-29,-1.8260113273462367e-29,-4.2499785742398166e-29,,,,-1.4256396827582767e-30,1.680934677818317e-45,7.032685182309212e-46,2.526589442109392e-44,,,,6.903062587979815e-46,928,480,1760
123,1.6982416136394197e-29,-1.2864567584486712e-29,-2.980571118099651e-29,,,,-1.007917588314297e-30,2.7601419420886152e-45,8.663076550599464e-46,4.0631025441095395e-44,,,,1.1188936282118781e-45,928,480,1760
124,7.454755643311143e-30,-5.663831688506207e-30,-1.2891814488864617e-29,,,,-4.49731713773919e-31,3.885070564224234e-45,1.0096861591063547e-45,5.656825019007086e-44,,,,1.5642929927237757e-45,928,480,1760
125,-4.3581597927516186e-30,3.2657935522473465e-30,8.058728878026745e-30,,,,2.4310571449443807e-31,4.998056407687689e-45,1.1211201562691138e-45,7.224597615891904e-44,,,,2.003423192362092e-45,928,480,1760
126,-1.8200254014813204e-29,1.3731009470420944e-29,3.258860145637878e-29,,,,1.0556955300926987e-30,6.030978255395998e-45,1.1878365603471724e-45,8.668696605853197e-44,,,,2.4091054561550894e-45,928,480,1760
127,-3.364589456885467e-29,2.5410299373181734e-29,5.994031294313678e-29,,,,1.9631734453655157e-30,6.907261323183112e-45,1.1972336198279264e-45,9.879792494309507e-44,,,,2.7508771833536253e-45,928,480,1760
128,-5.009223520239701e-29,3.7848117533942875e-29,8.904287881248004e-29,,,,2.9302510853501655e-30,7.544768481711116e-45,1.1376592096107024e-45,1.074116774422473e-43,,,,2.996157433110699e-45,928,480,1760
129,-6.676055433191887e-29,5.045587816554028e-29,1.185144564868503e-28,,,,3.911284531038636e-30,7.859580085237527e-45,9.992836427490038e-46,1.1134187855248808e-43,,,,3.1117632964163954e-45,928,480,1760
130,-8.27082518732372e-29,6.252100231136966e-29,1.4668387242285692e-28,,,,4.8509684399764816e-30,7.770610937560483e-45,7.750336923390433e-46,1.0944944939992382e-43,,,,3.065755416993189e-45,928,480,1760
131,-9.685285843974676e-29,7.322504766300855e-29,1.7163342435236391e-28,,,,5.685735807816011e-30,7.204953462730758e-45,4.615444459358502e-46,1.0071907957115305e-43,,,,2.829567258402173e-45,928,480,1760
132,-1.080089627626024e-28,8.16716076849382e-29,1.9126454651731312e-28,,,,6.345917210505825e-30,6.10377173322504e-45,6.007616296456506e-47,8.434322133640537e-44,,,,2.380347147567913e-45,928,480,1760
133,-1.1493837471648115e-28,8.692422165919369e-29,2.0338688127258384e-28,,,,6.758678882692802e-30,4.428504491284179e-45,-4.226648523894039e-46,5.981005967128832e-44,,,,1.7034158046844477e-45,928,480,1760
134,-1.164131201752988e-28,8.805399210587612e-29,2.0583002163947467e-28,,,,6.851716683538668e-30,2.167070206137763e-45,-9.738684815196968e-46,2.699102621744792e-44,,,,7.947164064816533e-46,928,480,1760
135,-1.1129002702793367e-28,8.419597328938424e-29,1.965757065226625e-28,,,,6.557633863975404e-30,-6.602923346106134e-46,-1.5741965931797977e-45,-1.3777405678063696e-44,,,,-3.3688913123638227e-46,928,480,1760
136,-9.85947361337296e-29,7.461269464185523e-29,1.739066115280437e-28,,,,5.8188761620830324e-30,-3.9959638021553743e-45,-2.197662716172577e-45,-6.162358839424898e-44,,,,-1.6676431980861075e-45,928,480,1760
137,-7.761199435475606e-29,5.876244431123038e-29,1.3656615035416369e-28,,,,4.5930403152308155e-30,-7.741114747787638e-45,-2.81188152430017e-45,-1.1508863451913534e-43,,,,-3.157413573824192e-45,928,480,1760
138,-4.7978106922910907e-29,3.6369196844523947e-29,8.392196948178288e-29,,,,2.8583143945169856e-30,-1.1753571346876776e-44,-3.3787449741049954e-45,-1.7209899455403484e-43,,,,-4.74889641531047e-45,928,480,1760
139,-9.770500597266552e-30,7.490368575081519e-30,1.612418395054504e-29,,,,6.187538021480461e-31,-1.5847830859606247e-44,-3.8555677123812936e-45,-2.299700699768312e-43,,,,-6.367680281834673e-45,928,480,1760
140,3.641145744942057e-29,-2.742202609824873e-29,-6.57520201011638e-29,,,,-2.09095084428563e-30,-1.9797642059420665e-44,-4.1967248734592925e-45,-2.8544665618545173e-43,,,,-7.92333410208611e-45,928,480,1760
141,8.938085652557217e-29,-6.747171114616795e-29,-1.5959087445932964e-28,,,,-5.2015942245428736e-30,-2.3341494606109827e-44,-4.355780747802116e-45,-3.347849539116408e-43,,,,-9.311652978447349e-45,928,480,1760
142,1.473196797450358e-28,-1.1128513947368482e-28,-2.621596840876687e-28,,,,-8.606866599197171e-30,-2.619125592958891e-44,-4.288077485001386e-45,-3.738793471598769e-43,,,,-1.0418153184040805e-44,928,480,1760
143,2.0776412439899528e-28,-1.5700031349794181e-28,-3.690837449802892e-28,,,,-1.2162456677534712e-29,-2.8044054266948626e-44,-3.953719823364807e-45,-3.984351178614768e-43,,,,-1.1122851530597044e-44,928,480,1760
144,2.6762526484906233e-28,-2.022823228488705e-28,-4.7488393164536185e-28,,,,-1.5687227784549685e-29,-2.8597333651391135e-44,-3.3208560305077335e-45,-4.041857778018068e-43,,,,-1.1306295152413373e-44,928,480,1760
145,3.232506781579432e-28,-2.4436985265738633e-28,-5.730868639839508e-28,,,,-1.8966799153403563e-29,-2.756680473414855e-44,-2.3691184014747185e-45,-3.871508047934729e-43,,,,-1.085672724309796e-44,928,480,1760
146,3.705313186295086e-28,-2.8015590808193412e-28,-6.564151902538694e-28,,,,-2.1759786196696328e-29,-2.4706790640114464e-44,-1.093050771677446e-45,-3.4392636542228673e-43,,,,-9.678184955558135e-45,928,480,1760
147,4.050560816919399e-28,-3.063046058963824e-28,-7.170622446957451e-28,,,,-2.3806845532056017e-29,-1.9832228493047488e-44,4.946821329310697e-46,-2.7199822025315594e-43,,,,-7.699231106501993e-45,928,480,1760
148,4.223141502025288e-28,-3.1940410967236812e-28,-7.47051173870376e-28,,,,-2.4842532917358807e-29,-1.2841346214906941e-44,2.3605355068517886e-45,-1.700626041914595e-43,,,,-4.8819260913297076e-45,928,480,1760
149,4.1794240896794565e-28,-3.161536627880135e-28,-7.386736494535426e-28,,,,-2.460981750649896e-29,-3.7378044805005575e-45,4.4480257309752706e-45,-3.833765273459877e-44,,,,-1.2305560158521466e-45,928,480,1760
150,3.8801202301186495e-28,-2.9358026129927587e-28,-6.849976342461081e-28,,,,-2.2876908458136827e-29,7.349108934525175e-45,6.676629424905227e-45,1.2115487028737029e-43,,,,3.200446230830014e-45,928,480,1760
151,3.2934481637739422e-28,-2.492778931287298e-28,-5.804275460052637e-28,,,,-1.945584661492651e-29,2.0147803512770942e-44,8.941890801595158e-45,3.0435995098146957e-43,,,,8.300011562677286e-45,928,480,1760
152,2.3984651355953683e-28,-1.8165956634119183e-28,-4.2129384116805e-28,,,,-1.4222103655927376e-29,3.423289625611941e-44,1.1116964892643221e-44,5.0503547410307705e-43,,,,1.3896037807604827e-44,928,480,1760
153,1.1884040394276768e-28,-9.020970029509765e-29,-2.0644285267072045e-28,,,,-7.13422489072948e-30,4.902059116226928e-44,1.3055783366793125e-44,7.146979076591276e-43,,,,1.9753750417715023e-44,928,480,1760
154,-3.2618217951018346e-29,2.427797359641331e-29,6.22079451831628e-29,,,,1.7476373054364166e-30,6.377253093758279e-44,1.4597969870397843e-44,9.22690004213261e-43,,,,2.557745155317821e-44,928,480,1760
155,-2.114691504148221e-28,1.5949387341927848e-28,3.7918876979725427e-28,,,,1.224561003177079e-29,7.760953334614951e-44,1.5575552944181795e-44,1.1163901371111477e-42,,,,3.101621007657644e-44,928,480,1760
156,-4.124400984119018e-28,3.114556743917919e-28,7.351132566591391e-28,,,,2.4051827626847698e-29,8.95363135585098e-44,1.5821427585481214e-44,1.2815783130851244e-42,,,,3.5673918940296983e-44,928,480,1760
157,-6.279301759307471e-28,4.744199504092001e-28,1.1164752474335085e-27,,,,3.6721469922864895e-29,9.847785749127085e-44,1.5179403657771487e-44,1.4029675505410263e-42,,,,3.9123970775125755e-44,928,480,1760
158,-8.480085416213507e-28,6.408808415308385e-28,1.5056498354383779e-27,,,,4.9672550688163223e-29,1.0332755095909689e-43,1.3515554198735756e-44,1.4649012171700057e-42,,,,4.092857797490624e-44,928,480,1760
159,-1.0605505371157533e-27,8.016726736106811e-28,1.8811381490124757e-27,,,,6.219377554063066e-29,1.0300649464922303e-43,1.0730444266448658e-44,1.452207222522456e-42,,,,4.0662494040388535e-44,928,480,1760
160,-1.2515298976134637e-27,9.461905864904494e-28,2.2180885844794177e-27,,,,7.346156687954849e-29,9.653266318278e-44,6.771687714063123e-45,1.3511889240594987e-42,,,,3.794058561705643e-44,928,480,1760
161,-1.4054799708879357e-27,1.062738970694428e-27,2.4891171870398732e-27,,,,8.256702382617541e-29,8.30977247133994e-44,1.646152913390399e-45,1.1507206223281187e-42,,,,3.2448370391588113e-44,928,480,1760
162,-1.5061293919716403e-27,1.1390118526143843e-27,2.6654365839338855e-27,,,,8.855314639675903e-29,6.214846184249419e-44,-4.568972239227897e-45,8.434031177303825e-43,,,,2.3974289348897265e-44,928,480,1760
163,-1.5372084000093593e-27,1.1627023677171287e-27,2.7182864505691928e-27,,,,9.046210995742283e-29,3.3468870324965146e-44,-1.1717131124500402e-44,4.267226298892453e-43,,,,1.2442140934980561e-44,928,480,1760
164,-1.4834111556902978e-27,1.122230274763601e-27,2.620639302241341e-27,,,,8.739174033324432e-29,-2.741787595774781e-45,-1.9556290316469741e-44,-9.585479460936426e-44,,,,-2.0582093150414932e-45,928,480,1760
165,-1.3314873591109167e-27,1.0075673458395896e-27,2.349134050973038e-27,,,,7.855963144276837e-29,-4.580037354775006e-44,-2.775670314784775e-44,-7.139305856580514e-43,,,,-1.9243993352431704e-44,928,480,1760
166,-1.0714236536773762e-27,8.111307759514856e-28,1.8861670923214463e-27,,,,6.337259379877082e-29,-9.448659208319393e-44,-3.5903426676646584e-44,-1.4094464297555378e-42,,,,-3.8618916142540776e-44,928,480,1760
167,-6.976623431229714e-28,5.28704954153154e-28,1.2220477756174767e-27,,,,4.149835949418073e-29,-1.470111563397914e-43,-4.350436344377946e-44,-2.1562691764404644e-42,,,,-5.946116402170255e-44,928,480,1760
168,-2.102925841774865e-28,1.6034258376887494e-28,3.5710327190284252e-28,,,,1.2935740697914222e-29,-2.0101143449125996e-43,-5.00044220724392e-44,-2.920172839643667e-42,,,,-8.082242616670677e-44,928,480,1760
169,3.8386170702913473e-28,-2.8881212801588553e-28,-6.964014142965041e-28,,,,-2.1921206093517284e-29,-2.5358015443088914e-43,-5.480614396469952e-44,-3.659295632067462e-42,,,,-1.0154011907186056e-43,928,480,1760
170,1.070341556383446e-27,-8.078419718226518e-28,-1.912677603246723e-27,,,,-6.222996441571534e-29,-3.0133186918834943e-43,-5.72968282454389e-44,-4.325136970791763e-42,,,,-1.2026464719760566e-43,928,480,1760
171,1.8264297934743057e-27,-1.3795846551023672e-27,-3.25131972901439e-27,,,,-1.0666255691861104e-28,-3.405105632040158e-43,-5.688180909589485e-44,-4.8641400360371637e-42,,,,-1.3550299877153687e-43,928,480,1760
172,2.6208955744393835e-27,-1.9804385932098446e-27,-4.6568647678736605e-27,,,,-1.5339008599987171e-28,-3.671400013475564e-43,-5.302310888263374e-44,-5.219879666360119e-42,,,,-1.4567926131985465e-43,928,480,1760
173,3.414192847732484e-27,-2.580511849256104e-27,-6.059156701363576e-27,,,,-2.0009390032250942e-28,-3.772162053626448e-43,-4.528222228348905e-44,-5.335843410765213e-42,,,,-1.4921175423751353e-43,928,480,1760
174,4.159188906942997e-27,-3.144171846550564e-27,-7.374650311039139e-27,,,,-2.4400788148004173e-28,-3.669388323674106e-43,-3.3365301370904154e-44,-5.158756127887915e-42,,,,-1.446054345661133e-43,928,480,1760
175,4.802482572329711e-27,-3.6310409357876435e-27,-8.508759059322229e-27,,,,-2.8199537503176385e-28,-3.329753054175903e-43,-1.7168534728520867e-44,-4.642356779263146e-42,,,,-1.3055706891325021e-43,928,480,1760
176,5.286348205568461e-27,-3.997465263885769e-27,-9.359310355068593e-27,,,,-3.1066292391697776e-28,-2.727484189769961e-43,3.178925035990966e-45,-3.751491641041177e-42,,,,-1.060694242593256e-43,928,480,1760
177,5.551311766474607e-27,-4.198461719225843e-27,-9.8211182784692e-27,,,,-3.2651120395719893e-28,-1.8473495813255818e-43,2.727749822983024e-44,-2.4663431642596455e-42,,,,-7.056947169088121e-44,928,480,1760
178,5.53932895071265e-27,-4.190120384432476e-27,-9.79161971653909e-27,,,,-3.26121438830872e-28,-6.875980679981189e-44,5.44284524679935e-44,-7.865706977158159e-43,,,,-2.4024390713747525e-44,928,480,1760
179,5.197494047179223e-27,-3.93240862523384e-27,-9.177446519218386e-27,,,,-3.0637314057410757e-28,7.37327185536818e-44,8.361730451255138e-44,1.2648988239578843e-42,,,,3.2951910804670983e-44,928,480,1760
180,4.482162958191302e-27,-3.3922887667754625e-27,-7.901726279084011e-27,,,,-2.6468636526361406e-28,2.3945076215611535e-43,1.1351267874354233e-43,3.638722128267485e-42,,,,9.90098955163837e-44,928,480,1760
181,3.363326772454163e-27,-2.547025721407932e-27,-5.91182110510808e-27,,,,-1.9927890557245068e-28,4.230919051039572e-43,1.4248368201822982e-43,6.256943242765508e-42,,,,1.7200178172869821e-43,928,480,1760
182,1.82902579259239e-27,-1.3875257656454638e-27,-3.187131599784015e-27,,,,-1.094261044226179e-28,6.172674632646015e-43,1.6863835216920577e-43,9.012063764349393e-42,,,,2.4895400589323753e-43,928,480,1760
183,-1.104491460477967e-28,7.848492045791584e-29,2.534827752380678e-28,,,,4.2915652425257824e-30,8.125354877352508e-43,1.898849863985915e-43,1.1767679941583015e-41,,,,3.2608318134900874e-43,928,480,1760
184,-2.4188576615178484e-27,1.8236609143482153e-27,4.345179963858756e-27,,,,1.3977016195688486e-28,9.975615603914527e-43,2.040171526457469e-43,1.4360952220703995e-41,,,,3.988630301720368e-43,928,480,1760
185,-5.031129075077654e-27,3.798856342865152e-27,8.972067528673938e-27,,,,2.9321174937140946e-28,1.1594226168606343e-42,2.0882194213501262e-43,1.6607115982605023e-41,,,,4.621481984686495e-43,928,480,1760
186,-7.851628667418982e-27,5.9318104409703174e-27,1.3964172321343828e-26,,,,4.5902102099135435e-28,1.28406352109407e-42,2.0220956156631576e-43,1.8306161913132165e-41,,,,5.103586462018013e-43,928,480,1760
187,-1.0753895504757269e-26,8.126945396258276e-27,1.90970212218234e-26,,,,6.2978818826396905e-28,1.3569089662440205e-42,1.8236073351008455e-43,1.9251711027075285e-41,,,,5.377254355177978e-43,928,480,1760
188,-1.358215221895797e-26,1.0266503760566247e-26,2.4094363215318617e-26,,,,7.963758435993156e-28,1.3636245907773688e-42,1.4788663694154906e-43,1.9241984443310987e-41,,,,5.385952706506836e-43,928,480,1760
189,-1.615484050441785e-26,1.2213217502921473e-26,2.8634479988290135e-26,,,,9.481247908202573e-28,1.2910111928349362e-42,9.799435852134757e-44,1.8092624808820985e-41,,,,5.07787156168114e-43,928,480,1760
190,-1.8270365442884156e-26,1.3814647398161422e-26,3.2360406611139474e-26,,,,1.0731897035770674e-27,1.1280049358440888e-42,3.264913856209616e-44,1.56509697217151e-41,,,,4.4099017450939396e-43,928,480,1760
191,-1.9715136611284424e-26,1.4909259531015142e-26,3.4894214930068287e-26,,,,1.1590098982250576e-27,8.667449236251651e-43,-4.727680220198783e-44,1.181121428034487e-41,,,,3.3518682313002486e-43,928,480,1760
192,-2.0273875149540422e-26,1.53342159103114e-26,3.585530161491015e-26,,,,1.1929135419621195e-27,5.036580629610717e-43,-1.3988025278058776e-43,6.529738345933257e-42,,,,1.8908182805525354e-43,928,480,1760
193,-1.9742016015427305e-26,1.493475038156464e-26,3.488237478179171e-26,,,,1.1628454021154889e-27,4.0500414002931216e-44,-2.4213995587331354e-43,-1.6027587264309078e-43,,,,3.512138913302068e-45,928,480,1760
194,-1.7939877708179235e-26,1.3574882353088118e-26,3.1658555163765907e-26,,,,1.0581990222540237e-27,-5.147149685465894e-43,-3.498788069994228e-43,-8.135937615099693e-42,,,,-2.1818978004165376e-43,928,480,1760
195,-1.4728103791522274e-26,1.1149093837088293e-26,2.593871058178922e-26,,,,8.707243358436678e-28,-1.1469805396763372e-42,-4.5778707926526294e-43,-1.7174547179169847e-41,,,,-4.699098852386003e-43,928,480,1760
196,-1.0023709390236201e-26,7.594465848376584e-27,1.757783981534233e-26,,,,5.954716555985727e-28,-1.8338275698696797e-42,-5.59517114517972e-43,-2.694744174364307e-41,,,,-7.425755803109964e-43,928,480,1760
197,-3.815900971878418e-27,2.9026454807499387e-27,6.559030730403809e-27,,,,2.317232638296659e-28,-2.5452102720629536e-42,-6.4785771716388254e-43,-3.701891524257126e-41,,,,-1.0241194170521775e-42,928,480,1760
198,3.819309876500202e-27,-2.8690967137080826e-27,-6.980742877779093e-27,,,,-2.1614488009984107e-28,-3.2438155168667954e-42,-7.1499336869616545e-43,-4.685125844589665e-41,,,,-1.2996128503729607e-42,928,480,1760
199,1.2706796238975189e-26,-9.588548957761975e-27,-2.2728929460944588e-26,,,,-7.379357953758543e-28,-3.885862212968515e-42,-7.528493564588963e-43,-5.581680604891068e-41,,,,-1.5515950593985318e-42,928,480,1760
200,2.2563483062339731e-26,-1.7041867813119092e-26,-4.0181890211966964e-26,,,,-1.3171075166255099e-27,-4.422437881150077e-42,-7.53519041889713e-43,-6.321763493556709e-41,,,,-1.760615154986062e-42,928,480,1760
201,3.299418721197921e-26,-2.493041929784833e-26,-5.863768577016371e-26,,,,-1.9305228659857362e-27,-4.8013973879543464e-42,-7.097639059394252e-43,-6.831323008242651e-41,,,,-1.9059970233568537e-42,928,480,1760
202,4.349328098634342e-26,-3.287202201298471e-26,-7.71991917183596e-26,,,,-2.5485407485345255e-27,-4.969820398555143e-42,-6.155708937058e-43,-7.035602472022364e-41,,,,-1.966824682047221e-42,928,480,1760
203,5.345320809617428e-26,-4.0407370962032646e-26,-9.478935821479053e-26,,,,-3.1355096886609955e-27,-4.876990406108676e-42,-4.667451959116371e-43,-6.863423769876446e-41,,,,-1.9231325746680494e-42,928,480,1760
204,6.218067514454416e-26,-4.701226516628276e-26,-1.1018006247170414e-25,,,,-3.65071229539551e-27,-4.4778201643332826e-42,-2.6151027717803143e-43,-6.252088781568946e-41,,,,-1.7572700983480013e-42,928,480,1760
205,6.892104713486107e-26,-5.211603963591309e-26,-1.2203547952470928e-25,,,,-4.049792107505874e-27,-3.736607402060738e-42,-1.081075220670614e-45,-5.152728276698448e-41,,,,-1.455393411194872e-42,928,480,1760
206,7.289109275989118e-26,-5.512631294714338e-26,-1.2897021744921574e-25,,,,-4.286671835346622e-27,-2.6309626894250312e-42,3.0982871531059504e-43,-3.5358686241788994e-41,,,,-1.009020951632013e-42,928,480,1760
207,7.331975973108167e-26,-5.545980978028329e-26,-1.2962163783396363e-25,,,,-4.315944706489927e-27,-1.1557105337239832e-42,6.626080298906085e-43,-1.3969293316970918e-41,,,,-4.1657302807778656e-43,928,480,1760
208,6.949612370424047e-26,-5.25786119834045e-26,-1.2273483144258975e-25,,,,-4.095689106891219e-27,6.734721435593801e-43,1.0445030991427925e-42,1.2386870369004755e-41,,,,3.151986385252423e-43,928,480,1760
209,6.082306439392399e-26,-4.603074560183435e-26,-1.0725767450452187e-25,,,,-3.5906220380914055e-27,2.8169461268992023e-42,1.4385695713076893e-42,4.3112924374103633e-41,,,,1.1699972501689593e-42,928,480,1760
210,4.6874603817648425e-26,-3.5493543425028614e-26,-8.244229661322401e-26,,,,-2.775470522823148e-27,5.208814838112507e-42,1.8238631490046677e-42,7.723805261584436e-41,,,,2.1210966993814933e-42,928,480,1760
211,2.7454225298567834e-26,-2.0817756401870757e-26,-4.79482018124979e-26,,,,-1.638403805574797e-27,7.755737522862573e-42,2.1759036423611997e-42,1.1340251583533028e-40,,,,3.1309028273182436e-42,928,480,1760
212,2.6509147759629475e-27,-2.0699506556140426e-27,-3.941265515358952e-27,,,,-1.8433517650718499e-28,1.0337135414667746e-41,2.4674379305950757e-42,1.498627590660807e-40,,,,4.1510723573087483e-42,928,480,1760
213,-2.7110830156224047e-26,2.0429648666237934e-26,4.8818044686252394e-26,,,,1.5621270529441349e-27,1.280704835370476e-41,2.6695145851504244e-42,1.8452020231622086e-40,,,,5.123290432265196e-42,928,480,1760
214,-6.103114823490391e-26,4.607698580829033e-26,1.0890452684118998e-25,,,,3.5543218305667345e-27,1.4997851593948644e-41,2.7528669482832435e-42,2.1497659696295375e-40,,,,5.980788280885026e-42,928,480,1760
215,-9.790944223325444e-26,7.396494437019809e-26,1.7418382834576599e-25,,,,5.722025157287129e-27,1.6725973144465676e-41,2.6895826018058087e-42,2.3861781759189336e-40,,,,6.650654557326431e-42,928,480,1760
216,-1.36137789751095e-25,1.0287831404127117e-25,2.4180136209901507e-25,,,,7.971040761454798e-27,1.7799660871692867e-41,2.455015955238303e-42,2.5272663963085245e-40,,,,7.056957336048021e-42,928,480,1760
217,-1.7371716293062118e-25,1.313060000789557e-25,3.082116633292782e-25,,,,1.0184128976497082e-26,1.8028736920058804e-41,2.02987793051089e-42,2.5462344578308117e-40,,,,7.124649098160376e-42,928,480,1760
